name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch,repo_path,status,time_taken
Unity-Technologies/SpaceshipDemo,https://github.com/Unity-Technologies/SpaceshipDemo,git://github.com/Unity-Technologies/SpaceshipDemo.git,262,965,C#,246792,0.917413943226639,1057848,79,master,D:\DataCollection\repos\Unity-Technologies_SpaceshipDemo,,227
brminnick/FaceOff,https://github.com/brminnick/FaceOff,git://github.com/brminnick/FaceOff.git,43,90,C#,245311,0.920440302980764,84455,585,main,D:\DataCollection\repos\brminnick_FaceOff,,1
digital-standard/ThreeDPoseUnityBarracuda,https://github.com/digital-standard/ThreeDPoseUnityBarracuda,git://github.com/digital-standard/ThreeDPoseUnityBarracuda.git,254,1355,C#,244372,0.9760462200401968,1735173,67,master,D:\DataCollection\repos\digital-standard_ThreeDPoseUnityBarracuda,,64
Unity-Technologies/marathon-envs,https://github.com/Unity-Technologies/marathon-envs,git://github.com/Unity-Technologies/marathon-envs.git,48,282,C#,239944,0.9576052805574596,945753,408,master,D:\DataCollection\repos\Unity-Technologies_marathon-envs,,63
h2r/ros_reality,https://github.com/h2r/ros_reality,git://github.com/h2r/ros_reality.git,42,126,C#,239540,0.8356227491501464,794470,66,master,,failed: Failed to clone h2r/ros_reality!,55
SiiMeR/unity-volumetric-fog,https://github.com/SiiMeR/unity-volumetric-fog,git://github.com/SiiMeR/unity-volumetric-fog.git,36,259,C#,239445,0.6420301672667748,210227,119,master,D:\DataCollection\repos\SiiMeR_unity-volumetric-fog,,39
Franiac/TwitchLeecher,https://github.com/Franiac/TwitchLeecher,git://github.com/Franiac/TwitchLeecher.git,426,2853,C#,238412,1.0,538416,393,master,D:\DataCollection\repos\Franiac_TwitchLeecher,,3
SubPointSolutions/spmeta2,https://github.com/SubPointSolutions/spmeta2,git://github.com/SubPointSolutions/spmeta2.git,56,133,C#,234429,0.9386517855611354,12422083,1520,master,D:\DataCollection\repos\SubPointSolutions_spmeta2,,15
fcscript/CSharpHotUpdate,https://github.com/fcscript/CSharpHotUpdate,git://github.com/fcscript/CSharpHotUpdate.git,26,128,C#,234280,0.7883111755211135,1453444,199,master,D:\DataCollection\repos\fcscript_CSharpHotUpdate,,7
delight-dev/Delight,https://github.com/delight-dev/Delight,git://github.com/delight-dev/Delight.git,24,331,C#,234251,0.9825668318572632,4135105,433,master,D:\DataCollection\repos\delight-dev_Delight,,10
micjahn/ZXing.Net,https://github.com/micjahn/ZXing.Net,git://github.com/micjahn/ZXing.Net.git,639,2384,C#,233294,0.992742267742298,4108310,1394,master,D:\DataCollection\repos\micjahn_ZXing.Net,,34
googleanalytics/google-analytics-plugin-for-unity,https://github.com/googleanalytics/google-analytics-plugin-for-unity,git://github.com/googleanalytics/google-analytics-plugin-for-unity.git,160,379,C#,232772,0.6260112528485358,172791,101,master,D:\DataCollection\repos\googleanalytics_google-analytics-plugin-for-unity,,33
veldrid/veldrid,https://github.com/veldrid/veldrid,git://github.com/veldrid/veldrid.git,253,2294,C#,231465,0.9878919874766428,3103926,1119,master,D:\DataCollection\repos\veldrid_veldrid,,7
DCourtel/Wsus_Package_Publisher,https://github.com/DCourtel/Wsus_Package_Publisher,git://github.com/DCourtel/Wsus_Package_Publisher.git,33,201,C#,231403,0.9993187648141022,994573,54,master,D:\DataCollection\repos\DCourtel_Wsus_Package_Publisher,,50
soopercool101/BrawlCrate,https://github.com/soopercool101/BrawlCrate,git://github.com/soopercool101/BrawlCrate.git,31,118,C#,231140,0.9949703055379162,10494706,1672,master,D:\DataCollection\repos\soopercool101_BrawlCrate,,6
ericsink/SQLitePCL.raw,https://github.com/ericsink/SQLitePCL.raw,git://github.com/ericsink/SQLitePCL.raw.git,102,472,C#,231007,0.9941913714261716,2106951,1677,master,D:\DataCollection\repos\ericsink_SQLitePCL.raw,,1
JustArchiNET/ArchiSteamFarm,https://github.com/JustArchiNET/ArchiSteamFarm,git://github.com/JustArchiNET/ArchiSteamFarm.git,1042,9801,C#,230935,0.9654816411737566,1399959,11421,main,D:\DataCollection\repos\JustArchiNET_ArchiSteamFarm,,2
mixandjam/Pikmin-Gameplay,https://github.com/mixandjam/Pikmin-Gameplay,git://github.com/mixandjam/Pikmin-Gameplay.git,45,120,C#,230764,0.7226157717187516,220848,24,master,D:\DataCollection\repos\mixandjam_Pikmin-Gameplay,,31
mono/monotouch-bindings,https://github.com/mono/monotouch-bindings,git://github.com/mono/monotouch-bindings.git,364,450,C#,230102,0.7456369655535043,1939914,1137,main,D:\DataCollection\repos\mono_monotouch-bindings,,6
neowutran/ShinraMeter,https://github.com/neowutran/ShinraMeter,git://github.com/neowutran/ShinraMeter.git,78,113,C#,229652,0.997432265622912,1380934,1674,master,D:\DataCollection\repos\neowutran_ShinraMeter,,1
yukihiko/ThreeDPoseUnitySample,https://github.com/yukihiko/ThreeDPoseUnitySample,git://github.com/yukihiko/ThreeDPoseUnitySample.git,76,356,C#,228320,0.8493177417175796,56579,12,master,D:\DataCollection\repos\yukihiko_ThreeDPoseUnitySample,,31
huailiang/terrain_proj,https://github.com/huailiang/terrain_proj,git://github.com/huailiang/terrain_proj.git,90,200,C#,228075,0.9821365178289682,199193,18,master,D:\DataCollection\repos\huailiang_terrain_proj,,36
RE-SS3D/SS3D,https://github.com/RE-SS3D/SS3D,git://github.com/RE-SS3D/SS3D.git,119,190,C#,227928,0.9762516681869448,5431547,576,develop,D:\DataCollection\repos\RE-SS3D_SS3D,,9
roboserg/RoboLeague,https://github.com/roboserg/RoboLeague,git://github.com/roboserg/RoboLeague.git,17,293,C#,226858,0.910552725432436,190718,41,master,D:\DataCollection\repos\roboserg_RoboLeague,,37
ModuleArt/quick-picture-viewer,https://github.com/ModuleArt/quick-picture-viewer,git://github.com/ModuleArt/quick-picture-viewer.git,57,573,C#,226222,0.7687714894454095,277475,397,master,D:\DataCollection\repos\ModuleArt_quick-picture-viewer,,4
mcneel/rhino3dm,https://github.com/mcneel/rhino3dm,git://github.com/mcneel/rhino3dm.git,126,486,C#,225129,0.737775280882878,8290431,1778,main,D:\DataCollection\repos\mcneel_rhino3dm,,3
Gainedge/BetterExplorer,https://github.com/Gainedge/BetterExplorer,git://github.com/Gainedge/BetterExplorer.git,51,173,C#,223558,0.968355100565018,9263863,1821,master,D:\DataCollection\repos\Gainedge_BetterExplorer,,16
BleuBleu/FamiStudio,https://github.com/BleuBleu/FamiStudio,git://github.com/BleuBleu/FamiStudio.git,91,1308,C#,223163,0.7258055939049957,3548645,4832,master,D:\DataCollection\repos\BleuBleu_FamiStudio,,21
dafny-lang/dafny,https://github.com/dafny-lang/dafny,git://github.com/dafny-lang/dafny.git,234,2468,C#,222737,0.6253920339993331,8549939,6129,master,D:\DataCollection\repos\dafny-lang_dafny,,7
evemondevteam/evemon,https://github.com/evemondevteam/evemon,git://github.com/evemondevteam/evemon.git,167,183,C#,222235,0.8583223016065028,11491134,4713,master,D:\DataCollection\repos\evemondevteam_evemon,,3
dreamanlan/Cs2Lua,https://github.com/dreamanlan/Cs2Lua,git://github.com/dreamanlan/Cs2Lua.git,105,405,C#,222124,0.8790395367114235,8425630,702,master,D:\DataCollection\repos\dreamanlan_Cs2Lua,,23
ronellsicat/DxR,https://github.com/ronellsicat/DxR,git://github.com/ronellsicat/DxR.git,53,193,C#,221838,0.949026614737492,3971367,517,master,D:\DataCollection\repos\ronellsicat_DxR,,9
Unity-Technologies/HLODSystem,https://github.com/Unity-Technologies/HLODSystem,git://github.com/Unity-Technologies/HLODSystem.git,115,688,C#,221470,0.9778471138845554,598594,571,master,D:\DataCollection\repos\Unity-Technologies_HLODSystem,,8
skclusive/Skclusive.Blazor.Samples,https://github.com/skclusive/Skclusive.Blazor.Samples,git://github.com/skclusive/Skclusive.Blazor.Samples.git,52,172,C#,221158,0.7604151664513522,707507,74,master,D:\DataCollection\repos\skclusive_Skclusive.Blazor.Samples,,26
Taiizor/ReaLTaiizor,https://github.com/Taiizor/ReaLTaiizor,git://github.com/Taiizor/ReaLTaiizor.git,120,628,C#,219815,0.9985692290493936,4484161,947,develop,D:\DataCollection\repos\Taiizor_ReaLTaiizor,,21
long1752062104/GameDesigner,https://github.com/long1752062104/GameDesigner,git://github.com/long1752062104/GameDesigner.git,13,96,C#,219504,0.9998268068425592,17693939,192,master,D:\DataCollection\repos\long1752062104_GameDesigner,,23
immersal/immersal-sdk-samples,https://github.com/immersal/immersal-sdk-samples,git://github.com/immersal/immersal-sdk-samples.git,31,118,C#,219384,0.9434055399759628,263746,82,master,D:\DataCollection\repos\immersal_immersal-sdk-samples,,5
Unity-Technologies/FPSSample,https://github.com/Unity-Technologies/FPSSample,git://github.com/Unity-Technologies/FPSSample.git,1822,4661,C#,218876,0.8244724010707488,10301316,18,master,D:\DataCollection\repos\Unity-Technologies_FPSSample,,3079
IJEMIN/Unity-Programming-Essence,https://github.com/IJEMIN/Unity-Programming-Essence,git://github.com/IJEMIN/Unity-Programming-Essence.git,91,112,C#,218452,0.9997397140246764,5127639,167,master,D:\DataCollection\repos\IJEMIN_Unity-Programming-Essence,,9
CelestialAmber/Pokemon-Red-Unity,https://github.com/CelestialAmber/Pokemon-Red-Unity,git://github.com/CelestialAmber/Pokemon-Red-Unity.git,21,109,C#,217334,0.802291681116232,335455,111,master,D:\DataCollection\repos\CelestialAmber_Pokemon-Red-Unity,,14
SignatureBeef/Open-Terraria-API,https://github.com/SignatureBeef/Open-Terraria-API,git://github.com/SignatureBeef/Open-Terraria-API.git,33,79,C#,216910,0.9600244647715904,780113,1078,upcoming,D:\DataCollection\repos\SignatureBeef_Open-Terraria-API,,1
OrchardCMS/OrchardCore,https://github.com/OrchardCMS/OrchardCore,git://github.com/OrchardCMS/OrchardCore.git,2224,6795,C#,216574,0.6079543881418771,8914986,6982,main,D:\DataCollection\repos\OrchardCMS_OrchardCore,,8
yumemi-inc/vr-studies,https://github.com/yumemi-inc/vr-studies,git://github.com/yumemi-inc/vr-studies.git,18,116,C#,216084,0.889989847983176,6216418,39,master,D:\DataCollection\repos\yumemi-inc_vr-studies,,17
microsoft/fhir-codegen,https://github.com/microsoft/fhir-codegen,git://github.com/microsoft/fhir-codegen.git,40,81,C#,215910,0.7289762044590572,152485611,682,main,D:\DataCollection\repos\microsoft_fhir-codegen,,13
lllyasviel/YGOProUnity_V2,https://github.com/lllyasviel/YGOProUnity_V2,git://github.com/lllyasviel/YGOProUnity_V2.git,117,275,C#,215847,0.961024952821922,4962680,231,master,D:\DataCollection\repos\lllyasviel_YGOProUnity_V2,,45
WFCD/WFinfo,https://github.com/WFCD/WFinfo,git://github.com/WFCD/WFinfo.git,43,187,C#,214896,1.0,523890,725,master,D:\DataCollection\repos\WFCD_WFinfo,,3
SharpRepository/SharpRepository,https://github.com/SharpRepository/SharpRepository,git://github.com/SharpRepository/SharpRepository.git,163,649,C#,214245,0.9560189621191244,1366914,598,develop,D:\DataCollection\repos\SharpRepository_SharpRepository,,2
IRCSS/Compute-Shaders-Fluid-Dynamic-,https://github.com/IRCSS/Compute-Shaders-Fluid-Dynamic-,git://github.com/IRCSS/Compute-Shaders-Fluid-Dynamic-.git,52,464,C#,213995,0.6550179897420194,154017,84,main,D:\DataCollection\repos\IRCSS_Compute-Shaders-Fluid-Dynamic-,,32
AlenToma/EntityWorker.Core,https://github.com/AlenToma/EntityWorker.Core,git://github.com/AlenToma/EntityWorker.Core.git,21,95,C#,213967,0.7845716754787813,675466,431,master,D:\DataCollection\repos\AlenToma_EntityWorker.Core,,15
pruiz/WkHtmlToXSharp,https://github.com/pruiz/WkHtmlToXSharp,git://github.com/pruiz/WkHtmlToXSharp.git,111,237,C#,213077,0.7070853683253895,108148,86,master,D:\DataCollection\repos\pruiz_WkHtmlToXSharp,,13
aestheticinteractive/Hover-UI-Kit,https://github.com/aestheticinteractive/Hover-UI-Kit,git://github.com/aestheticinteractive/Hover-UI-Kit.git,165,765,C#,213067,0.9962330036132744,615671,841,master,D:\DataCollection\repos\aestheticinteractive_Hover-UI-Kit,,2
dotnet/sdk,https://github.com/dotnet/sdk,git://github.com/dotnet/sdk.git,997,2357,C#,212344,0.963656850493408,12185358,59223,main,D:\DataCollection\repos\dotnet_sdk,,6
EasyFarm/EasyFarm,https://github.com/EasyFarm/EasyFarm,git://github.com/EasyFarm/EasyFarm.git,75,96,C#,212256,0.9950919556816906,1241218,684,master,D:\DataCollection\repos\EasyFarm_EasyFarm,,28
unoplatform/uno,https://github.com/unoplatform/uno,git://github.com/unoplatform/uno.git,659,7929,C#,212138,0.990299547444958,46502093,24545,master,D:\DataCollection\repos\unoplatform_uno,,12
RosaryMala/armok-vision,https://github.com/RosaryMala/armok-vision,git://github.com/RosaryMala/armok-vision.git,28,317,C#,212029,0.906415454700526,3836543,1781,master,D:\DataCollection\repos\RosaryMala_armok-vision,,290
AutomateThePlanet/AutomateThePlanet-Learning-Series,https://github.com/AutomateThePlanet/AutomateThePlanet-Learning-Series,git://github.com/AutomateThePlanet/AutomateThePlanet-Learning-Series.git,262,602,C#,211452,0.6393536540760644,3123678,473,master,D:\DataCollection\repos\AutomateThePlanet_AutomateThePlanet-Learning-Series,,13
Nethereum/Unity3dSampleTemplate,https://github.com/Nethereum/Unity3dSampleTemplate,git://github.com/Nethereum/Unity3dSampleTemplate.git,46,83,C#,211314,0.8473198129391583,72112,59,master,D:\DataCollection\repos\Nethereum_Unity3dSampleTemplate,,16
you-ri/LiliumToonGraph,https://github.com/you-ri/LiliumToonGraph,git://github.com/you-ri/LiliumToonGraph.git,36,586,C#,211240,0.6809606762815319,100853,227,master,D:\DataCollection\repos\you-ri_LiliumToonGraph,,3
voxell-tech/GPUClothSimulationInUnity,https://github.com/voxell-tech/GPUClothSimulationInUnity,git://github.com/voxell-tech/GPUClothSimulationInUnity.git,12,154,C#,210806,0.8809908411646282,110715,66,master,D:\DataCollection\repos\voxell-tech_GPUClothSimulationInUnity,,3
ValveSoftware/steamvr_unity_plugin,https://github.com/ValveSoftware/steamvr_unity_plugin,git://github.com/ValveSoftware/steamvr_unity_plugin.git,264,981,C#,210303,0.9764423815170808,2041203,64,master,D:\DataCollection\repos\ValveSoftware_steamvr_unity_plugin,,6
KhronosGroup/UnityGLTF,https://github.com/KhronosGroup/UnityGLTF,git://github.com/KhronosGroup/UnityGLTF.git,457,1555,C#,209731,0.920045014870984,549392,435,master,D:\DataCollection\repos\KhronosGroup_UnityGLTF,,9
jcs090218/JCSUnity,https://github.com/jcs090218/JCSUnity,git://github.com/jcs090218/JCSUnity.git,15,81,C#,209235,0.9889866484067692,2583873,2760,master,D:\DataCollection\repos\jcs090218_JCSUnity,,18
PistonDevelopers/VisualRust,https://github.com/PistonDevelopers/VisualRust,git://github.com/PistonDevelopers/VisualRust.git,79,700,C#,208348,0.8767231462885084,474067,562,master,D:\DataCollection\repos\PistonDevelopers_VisualRust,,9
beetlex-io/Bumblebee,https://github.com/beetlex-io/Bumblebee,git://github.com/beetlex-io/Bumblebee.git,75,351,C#,206789,1.0,237737,123,master,D:\DataCollection\repos\beetlex-io_Bumblebee,,52
xamarin/xamarin-macios,https://github.com/xamarin/xamarin-macios,git://github.com/xamarin/xamarin-macios.git,502,2303,C#,206747,0.9540450572203945,32451814,15850,main,,failed: Failed to clone xamarin/xamarin-macios!,10
hypar-io/Elements,https://github.com/hypar-io/Elements,git://github.com/hypar-io/Elements.git,70,304,C#,205413,0.9950672758153304,4009137,5213,master,D:\DataCollection\repos\hypar-io_Elements,,6
smartstore/SmartStoreNET,https://github.com/smartstore/SmartStoreNET,git://github.com/smartstore/SmartStoreNET.git,1480,2598,C#,204927,0.7263058574879228,14433150,9232,4.x,D:\DataCollection\repos\smartstore_SmartStoreNET,,9
seven1986/oauthapp,https://github.com/seven1986/oauthapp,git://github.com/seven1986/oauthapp.git,23,87,C#,204602,0.6692525943487893,344384,413,master,D:\DataCollection\repos\seven1986_oauthapp,,6
zhuxb711/RX-Explorer,https://github.com/zhuxb711/RX-Explorer,git://github.com/zhuxb711/RX-Explorer.git,79,722,C#,204283,0.9942859638053336,3848179,1294,master,D:\DataCollection\repos\zhuxb711_RX-Explorer,,14
stephanstapel/ZUGFeRD-csharp,https://github.com/stephanstapel/ZUGFeRD-csharp,git://github.com/stephanstapel/ZUGFeRD-csharp.git,62,92,C#,203585,0.9999959674004654,743934,651,master,D:\DataCollection\repos\stephanstapel_ZUGFeRD-csharp,,19
PaintLab/PixelFarm,https://github.com/PaintLab/PixelFarm,git://github.com/PaintLab/PixelFarm.git,19,149,C#,203174,0.997975854826408,80352495,9652,master,D:\DataCollection\repos\PaintLab_PixelFarm,,5
n2cms/n2cms,https://github.com/n2cms/n2cms,git://github.com/n2cms/n2cms.git,201,362,C#,202727,0.7722288791064634,7709147,5185,master,D:\DataCollection\repos\n2cms_n2cms,,4
Gallio/mbunit-v3,https://github.com/Gallio/mbunit-v3,git://github.com/Gallio/mbunit-v3.git,46,87,C#,201906,0.7694633594128509,13534505,2568,master,D:\DataCollection\repos\Gallio_mbunit-v3,,42
webbju/android-plus-plus,https://github.com/webbju/android-plus-plus,git://github.com/webbju/android-plus-plus.git,86,535,C#,201187,0.9196765588101168,1718217,297,master,D:\DataCollection\repos\webbju_android-plus-plus,,6
OndrejNepozitek/Edgar-DotNet,https://github.com/OndrejNepozitek/Edgar-DotNet,git://github.com/OndrejNepozitek/Edgar-DotNet.git,34,290,C#,201161,1.0,1411771,413,master,D:\DataCollection\repos\OndrejNepozitek_Edgar-DotNet,,8
microsoft/RecursiveExtractor,https://github.com/microsoft/RecursiveExtractor,git://github.com/microsoft/RecursiveExtractor.git,22,164,C#,201088,0.9177112799311264,291009,140,main,D:\DataCollection\repos\microsoft_RecursiveExtractor,,4
GrapeshotGames/ServerGridEditor,https://github.com/GrapeshotGames/ServerGridEditor,git://github.com/GrapeshotGames/ServerGridEditor.git,140,82,C#,199882,1.0,347764,41,master,D:\DataCollection\repos\GrapeshotGames_ServerGridEditor,,28
stalomeow/MinecraftClone-Unity,https://github.com/stalomeow/MinecraftClone-Unity,git://github.com/stalomeow/MinecraftClone-Unity.git,35,111,C#,199862,0.9541755363776044,1160037,20,master,D:\DataCollection\repos\stalomeow_MinecraftClone-Unity,,3
ShanguUncle/UnityChatSDK,https://github.com/ShanguUncle/UnityChatSDK,git://github.com/ShanguUncle/UnityChatSDK.git,63,197,C#,199272,0.8438877717673492,178781,335,master,D:\DataCollection\repos\ShanguUncle_UnityChatSDK,,4
DigitalRune/DigitalRune,https://github.com/DigitalRune/DigitalRune,git://github.com/DigitalRune/DigitalRune.git,78,240,C#,198859,0.8229771576638706,23691608,31,master,D:\DataCollection\repos\DigitalRune_DigitalRune,,35
tuespetre/TuesPechkin,https://github.com/tuespetre/TuesPechkin,git://github.com/tuespetre/TuesPechkin.git,183,324,C#,198650,0.9747841396095924,138974,190,develop,D:\DataCollection\repos\tuespetre_TuesPechkin,,8
files-community/Files,https://github.com/files-community/Files,git://github.com/files-community/Files.git,1925,28868,C#,198521,0.9797783542641296,2798246,5027,main,D:\DataCollection\repos\files-community_Files,,2
augmentedstartups/ARCore,https://github.com/augmentedstartups/ARCore,git://github.com/augmentedstartups/ARCore.git,107,164,C#,198251,1.0,65650,67,master,D:\DataCollection\repos\augmentedstartups_ARCore,,27
xamarin/KimonoDesigner,https://github.com/xamarin/KimonoDesigner,git://github.com/xamarin/KimonoDesigner.git,63,256,C#,198207,0.9946353869983132,1442279,52,master,D:\DataCollection\repos\xamarin_KimonoDesigner,,5
DarthFubuMVC/fubumvc,https://github.com/DarthFubuMVC/fubumvc,git://github.com/DarthFubuMVC/fubumvc.git,154,422,C#,197708,0.9607720820377218,4797576,4635,master,D:\DataCollection\repos\DarthFubuMVC_fubumvc,,5
CircumSpector/DS4Windows,https://github.com/CircumSpector/DS4Windows,git://github.com/CircumSpector/DS4Windows.git,31,384,C#,197510,0.7696480953581939,2902119,5729,devel,D:\DataCollection\repos\CircumSpector_DS4Windows,,2
sassembla/Autoya,https://github.com/sassembla/Autoya,git://github.com/sassembla/Autoya.git,17,203,C#,196392,0.9908992046419932,2073847,792,master,D:\DataCollection\repos\sassembla_Autoya,,2
ShokoAnime/ShokoServer,https://github.com/ShokoAnime/ShokoServer,git://github.com/ShokoAnime/ShokoServer.git,71,314,C#,196016,0.89444543316127,4488083,4657,master,D:\DataCollection\repos\ShokoAnime_ShokoServer,,6
microsoft/PowerVirtualAgentsSamples,https://github.com/microsoft/PowerVirtualAgentsSamples,git://github.com/microsoft/PowerVirtualAgentsSamples.git,128,94,C#,194037,0.7932383537824903,186131,168,master,D:\DataCollection\repos\microsoft_PowerVirtualAgentsSamples,,7
PlayFab/PlayFab-Samples,https://github.com/PlayFab/PlayFab-Samples,git://github.com/PlayFab/PlayFab-Samples.git,230,194,C#,193987,0.9784084755045384,18539962,255,master,D:\DataCollection\repos\PlayFab_PlayFab-Samples,,32
netpyoung/SqlCipher4Unity3D,https://github.com/netpyoung/SqlCipher4Unity3D,git://github.com/netpyoung/SqlCipher4Unity3D.git,34,140,C#,193563,0.9574272824361144,235777,74,master,D:\DataCollection\repos\netpyoung_SqlCipher4Unity3D,,3
Reinisch/Warcraft-Arena-Unity,https://github.com/Reinisch/Warcraft-Arena-Unity,git://github.com/Reinisch/Warcraft-Arena-Unity.git,108,379,C#,192762,0.9518780454010116,1648767,510,master,D:\DataCollection\repos\Reinisch_Warcraft-Arena-Unity,,10
spr1ngd/luaMVC,https://github.com/spr1ngd/luaMVC,git://github.com/spr1ngd/luaMVC.git,53,177,C#,192455,0.9966660848315588,742287,35,master,D:\DataCollection\repos\spr1ngd_luaMVC,,1
microsoft/MixedReality-SpectatorView,https://github.com/microsoft/MixedReality-SpectatorView,git://github.com/microsoft/MixedReality-SpectatorView.git,116,189,C#,192005,0.7932266884587621,1372513,1223,master,D:\DataCollection\repos\microsoft_MixedReality-SpectatorView,,3
ikvmnet/ikvm,https://github.com/ikvmnet/ikvm,git://github.com/ikvmnet/ikvm.git,96,885,C#,191644,0.691680988753805,7298135,7367,main,D:\DataCollection\repos\ikvmnet_ikvm,,2
KSP-RO/RP-1,https://github.com/KSP-RO/RP-1,git://github.com/KSP-RO/RP-1.git,203,305,C#,190905,0.8973908591978184,1833619,6416,master,D:\DataCollection\repos\KSP-RO_RP-1,,7
mattjohnsonpint/GeoTimeZone,https://github.com/mattjohnsonpint/GeoTimeZone,git://github.com/mattjohnsonpint/GeoTimeZone.git,34,202,C#,190136,1.0,35337,189,main,D:\DataCollection\repos\mattjohnsonpint_GeoTimeZone,,1
adjust/unity_sdk,https://github.com/adjust/unity_sdk,git://github.com/adjust/unity_sdk.git,71,133,C#,189200,0.7407163882411407,387528,1274,master,D:\DataCollection\repos\adjust_unity_sdk,,1
Cytoid/Cytoid,https://github.com/Cytoid/Cytoid,git://github.com/Cytoid/Cytoid.git,106,881,C#,188943,0.8988054112674374,5613411,118,main,D:\DataCollection\repos\Cytoid_Cytoid,,8
xamarin/mobile-samples,https://github.com/xamarin/mobile-samples,git://github.com/xamarin/mobile-samples.git,3032,1461,C#,188816,0.9849538080639586,2097337,1057,main,D:\DataCollection\repos\xamarin_mobile-samples,,7
Sanaxen/tecoGAN_app,https://github.com/Sanaxen/tecoGAN_app,git://github.com/Sanaxen/tecoGAN_app.git,17,109,C#,188349,1.0,27632,64,master,D:\DataCollection\repos\Sanaxen_tecoGAN_app,,11
Justin-sky/Nice-TS,https://github.com/Justin-sky/Nice-TS,git://github.com/Justin-sky/Nice-TS.git,74,310,C#,188342,0.8851143942147776,4173479,207,master,D:\DataCollection\repos\Justin-sky_Nice-TS,,11
dotnet/TorchSharp,https://github.com/dotnet/TorchSharp,git://github.com/dotnet/TorchSharp.git,140,974,C#,188006,0.9047693658590128,6594502,3179,main,D:\DataCollection\repos\dotnet_TorchSharp,,1
ArsenAbazian/CryptoTradingFramework,https://github.com/ArsenAbazian/CryptoTradingFramework,git://github.com/ArsenAbazian/CryptoTradingFramework.git,85,155,C#,187957,1.0,2834962,351,master,D:\DataCollection\repos\ArsenAbazian_CryptoTradingFramework,,8
Demigiant/demilib,https://github.com/Demigiant/demilib,git://github.com/Demigiant/demilib.git,68,688,C#,187793,0.9942782989952904,1733909,781,develop,D:\DataCollection\repos\Demigiant_demilib,,4
freakified/jga,https://github.com/freakified/jga,git://github.com/freakified/jga.git,18,83,C#,187755,0.9963280167685518,193460,127,master,D:\DataCollection\repos\freakified_jga,,9
RainbowMage/OverlayPlugin,https://github.com/RainbowMage/OverlayPlugin,git://github.com/RainbowMage/OverlayPlugin.git,180,137,C#,187187,0.7644860019592101,207587,108,master,D:\DataCollection\repos\RainbowMage_OverlayPlugin,,10
Maxstupo/ydl-ui,https://github.com/Maxstupo/ydl-ui,git://github.com/Maxstupo/ydl-ui.git,33,314,C#,186845,1.0,259893,256,master,D:\DataCollection\repos\Maxstupo_ydl-ui,,7
Primer-Learning/PrimerTools,https://github.com/Primer-Learning/PrimerTools,git://github.com/Primer-Learning/PrimerTools.git,68,603,C#,186255,0.9631380942030198,288012,49,master,D:\DataCollection\repos\Primer-Learning_PrimerTools,,28
IndieVisualLab/UnityGraphicsProgramming,https://github.com/IndieVisualLab/UnityGraphicsProgramming,git://github.com/IndieVisualLab/UnityGraphicsProgramming.git,77,403,C#,186169,0.8354037507649484,323536,54,master,D:\DataCollection\repos\IndieVisualLab_UnityGraphicsProgramming,,39
UltravioletFramework/ultraviolet,https://github.com/UltravioletFramework/ultraviolet,git://github.com/UltravioletFramework/ultraviolet.git,36,526,C#,185498,0.9958802568402044,14128119,4086,main,D:\DataCollection\repos\UltravioletFramework_ultraviolet,,18
unity3d-jp/unitychan-crs,https://github.com/unity3d-jp/unitychan-crs,git://github.com/unity3d-jp/unitychan-crs.git,388,1237,C#,185104,0.6371236717419031,690363,23,master,D:\DataCollection\repos\unity3d-jp_unitychan-crs,,13
yuzhengyang/Fork,https://github.com/yuzhengyang/Fork,git://github.com/yuzhengyang/Fork.git,707,761,C#,183744,1.0,1303266,388,master,D:\DataCollection\repos\yuzhengyang_Fork,,6
Unity-Technologies/Animation-Instancing,https://github.com/Unity-Technologies/Animation-Instancing,git://github.com/Unity-Technologies/Animation-Instancing.git,282,1456,C#,183328,0.9448240267400708,153772,46,master,D:\DataCollection\repos\Unity-Technologies_Animation-Instancing,,27
ppy/osu-resources,https://github.com/ppy/osu-resources,git://github.com/ppy/osu-resources.git,87,205,C#,182831,0.9802209387960774,632218,731,master,D:\DataCollection\repos\ppy_osu-resources,,9
microsoft/CSS_SQL_Networking_Tools,https://github.com/microsoft/CSS_SQL_Networking_Tools,git://github.com/microsoft/CSS_SQL_Networking_Tools.git,41,120,C#,181625,0.8345636815427261,1220854,319,main,D:\DataCollection\repos\microsoft_CSS_SQL_Networking_Tools,,24
Reinisch/Darkest-Dungeon-Unity,https://github.com/Reinisch/Darkest-Dungeon-Unity,git://github.com/Reinisch/Darkest-Dungeon-Unity.git,185,825,C#,181618,0.94128295712428,5191360,252,master,D:\DataCollection\repos\Reinisch_Darkest-Dungeon-Unity,,7
asus4/tf-lite-unity-sample,https://github.com/asus4/tf-lite-unity-sample,git://github.com/asus4/tf-lite-unity-sample.git,226,747,C#,181025,0.7263374262604807,402128,686,master,D:\DataCollection\repos\asus4_tf-lite-unity-sample,,33
2sic/2sxc,https://github.com/2sic/2sxc,git://github.com/2sic/2sxc.git,36,136,C#,180636,0.9612855507259592,3700164,8081,master,D:\DataCollection\repos\2sic_2sxc,,10
